name,category,address,borough,neighborhood,latitude,longitude,phone,website,hours,is_free,description
AFC Urgent Care Flushing,health,"133-37 41st Ave, Flushing, NY 11355, USA",Queens,Flushing,40.7579967,-73.8304982,(347) 783-6008,https://www.afcurgentcare.com/primary-care-flushing-ny/,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
VNS Health Flushing Community Center,health,"136-52 39th Ave, Flushing, NY 11354, USA",Queens,Flushing,40.7605615,-73.8284639,(718) 321-7695,https://www.vnshealth.org/about/service-areas/queens/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flushing Queens NYC
HealthNeed Medical Urgent Care,health,"139-11 Franklin Ave, Flushing, NY 11355, USA",Queens,Flushing,40.755469999999995,-73.825287,(718) 888-9909,https://www.healthneeduc.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Dr. David Yun and Dr. Jessica Chin-Tan - Flushing,health,"136-20 38th Ave # 6i, Flushing, NY 11354, USA",Queens,Flushing,40.7609286,-73.8299955,(718) 663-2179,https://www.elitemednyc.net/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: 9:00 AM – 2:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Public Health Solutions,health,"42-60 Main St, Flushing, NY 11355, USA",Queens,Flushing,40.7533248,-73.8276741,(718) 961-6184,,,unknown,Google Places result for: free clinic Flushing Queens NYC
"涂婉内科家庭医生 法拉盛诊所 Dr. Wan Tu, M.D.",health,"136-36 39th Ave 7TH FL, Flushing, NY 11354, USA",Queens,Flushing,40.7603548,-73.8289495,(347) 750-0000,,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 8:30 AM – 5:00 PM; Sunday: 8:30 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Flushing Hospital Medical Center,health,"45-00 Parsons Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.755201299999996,-73.81691049999999,(718) 670-5000,https://flushinghospital.org/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: free clinic Flushing Queens NYC
AFC Flushing Primary Care,health,"133-37 41st Ave, Flushing, NY 11355, USA",Queens,Flushing,40.7579758,-73.8302502,(347) 783-6008,https://www.afcurgentcare.com/primary-care-flushing-ny/,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Reliable Medical Healthcare PC,health,"31-18 Union St, Flushing, NY 11354, USA",Queens,Flushing,40.7695106,-73.82699939999999,(718) 799-0188,,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 2:30 – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Basicare Medical 倍康医疗 – Yong Luo MD 罗涌医师 | 法拉盛 过敏 免疫 治疗 专科 Allergist Immunologist Flushing Queens,health,"38-08 Union St # 10b, Flushing, NY 11354, USA",Queens,Flushing,40.761240199999996,-73.82771389999999,(718) 886-2828,https://basicaremedical.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
PHS Neighborhood WIC Flushing,health,"42-60 Main St, Flushing, NY 11355, USA",Queens,Flushing,40.753316,-73.8277018,(718) 961-6381,http://www.healthsolutions.org/,Monday: Closed; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: free clinic Flushing Queens NYC
"4500 Parsons Blvd, Queens, NY 11355",health,"45-00 Parsons Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.7550786,-73.8171474,(718) 670-5000,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: free clinic Flushing Queens NYC
Homvee Medicine,health,"136-20 Maple Ave suite C603, Flushing, NY 11355, USA",Queens,Flushing,40.7555583,-73.8273375,(917) 285-2051,http://homveemedicine.com/booking,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: Closed; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Asia Pacific Immigration and Citizenship Center,immigrant_services,"136-75 37th Ave Suite#12, Flushing, NY 11354, USA",Queens,Flushing,40.7624229,-73.828019,(718) 661-0887,http://www.yataiyimin.com/,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: Closed; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
小宇移民服务中心immigration service,immigrant_services,"133-47 Roosevelt Ave #2fl, Flushing, NY 11354, USA",Queens,Flushing,40.75889,-73.8327025,(917) 972-8811,,Monday: 9:30 AM – 6:00 PM; Tuesday: 9:30 AM – 6:00 PM; Wednesday: 9:30 AM – 6:00 PM; Thursday: 12:00 – 6:00 PM; Friday: 9:30 AM – 6:00 PM; Saturday: 10:30 AM – 4:00 PM; Sunday: 10:30 AM – 3:30 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
Pathought Immigration 智途移民,immigrant_services,"141-47 Northern Blvd #3l, Flushing, NY 11354, USA",Queens,Flushing,40.764793499999996,-73.8241243,(347) 445-7315,,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
"Sunshine Generation Immigration and Naturalization Center, Department Two",immigrant_services,"136-85 Roosevelt Ave, Flushing, NY 11354, USA",Queens,Flushing,40.760558599999996,-73.8272035,(929) 775-5888,,Monday: 10:00 AM – 5:30 PM; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: 10:00 AM – 5:30 PM; Sunday: 10:00 AM – 5:30 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
E & S Immigration Services,immigrant_services,"136-17 39th Ave Suite 3G-315, Flushing, NY 11354, USA",Queens,Flushing,40.7606155,-73.8296842,(347) 588-7808,https://www.eslawservices.com/,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Flushing Queens NYC
Sunshine Generation 阳光时代移民入籍中心,immigrant_services,"136-68 Roosevelt Ave Ste 868, Flushing, NY 11354, USA",Queens,Flushing,40.760008400000004,-73.8277032,(929) 608-1093,,,unknown,Google Places result for: immigrant services Flushing Queens NYC
KANG'S LANGUAGE SERVICE INC,immigrant_services,"136-21 Roosevelt Ave # 212, Flushing, NY 11354, USA",Queens,Flushing,40.760031399999995,-73.82934929999999,(718) 886-3911,https://mskangusa.blogspot.com/,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: 9:30 AM – 5:30 PM; Sunday: 10:00 AM – 5:00 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
CHENG XIN NATURALIZATION LLC,immigrant_services,"136-08 38th Ave #301, Flushing, NY 11354, USA",Queens,Flushing,40.7608427,-73.83041690000002,(718) 358-8833,https://sites.google.com/view/chengxinny/home,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: 10:00 AM – 4:00 PM; Sunday: Closed,unknown,Google Places result for: immigrant services Flushing Queens NYC
名扬移民入籍,immigrant_services,"40-06 Main St, Flushing, NY 11354, USA",Queens,Flushing,40.7592972,-73.8303049,(929) 329-0370,,Monday: 9:30 AM – 5:30 AM; Tuesday: 9:30 AM – 5:30 AM; Wednesday: 9:30 AM – 5:30 AM; Thursday: 9:30 AM – 5:30 AM; Friday: 9:30 AM – 5:30 AM; Saturday: Closed; Sunday: 9:30 AM – 4:00 AM,unknown,Google Places result for: immigrant services Flushing Queens NYC
JiaHe immigration service,immigrant_services,"37-19 Main St, Flushing, NY 11354, USA",Queens,Flushing,40.7599364,-73.8308058,(718) 886-8087,,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: Closed; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
華人移民入籍簽證服務中心,immigrant_services,"135-21 40th Rd Suite 2B, Flushing, NY 11354, USA",Queens,Flushing,40.7587897,-73.8308576,,,Monday: 9:30 AM – 6:30 PM; Tuesday: 9:30 AM – 6:30 PM; Wednesday: 9:30 AM – 6:30 PM; Thursday: 9:30 AM – 6:30 PM; Friday: 9:30 AM – 6:30 PM; Saturday: 9:30 AM – 6:30 PM; Sunday: 9:30 AM – 6:30 PM,unknown,Google Places result for: immigrant services Flushing Queens NYC
New Qingteng Elite Service Inc,immigrant_services,"133-45 Roosevelt Ave, Flushing, NY 11354, USA",Queens,Flushing,40.7588727,-73.8327834,(347) 732-4200,,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Flushing Queens NYC
MinKwon Center for Community Action,immigrant_services,"133-29 41st Ave Suite 202, Flushing, NY 11355, USA",Queens,Flushing,40.7577053,-73.83070140000001,(718) 460-5600,http://www.minkwon.org/,"Monday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM; Tuesday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM; Wednesday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM; Thursday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM; Friday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM; Saturday: Closed; Sunday: Closed",unknown,Google Places result for: immigrant services Flushing Queens NYC
Qihang Immigration,immigrant_services,"136-33 37th Ave #2A1, Flushing, NY 11354, USA",Queens,Flushing,40.762248899999996,-73.8300064,(718) 210-5566,https://www.qihangus.com/,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Flushing Queens NYC
Joyloon Travel Immigration Inc,immigrant_services,"3-97 Prince St, Flushing, NY 11354, USA",Queens,Flushing,40.7593889,-73.8318898,(718) 888-9458,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: immigrant services Flushing Queens NYC
Demidchik Law Firm: 安娜律师楼 (Flushing),legal,"136-18 39th Ave 8th floor, Flushing, NY 11354, USA",Queens,Flushing,40.760208899999995,-73.8293716,(718) 255-9898,https://demidchiklawfirm.com/zh,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: legal aid Flushing Queens NYC
NOMY TICKET HELP INC,legal,"136-20 38th Ave #11g, Flushing, NY 11354, USA",Queens,Flushing,40.7609223,-73.8300252,(929) 360-2888,,Monday: 9:00 AM – 5:00 AM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: legal aid Flushing Queens NYC
古德联合律师事务所,legal,"34-36 Union St # 205, Flushing, NY 11354, USA",Queens,Flushing,40.7659588,-73.82793629999999,(315) 510-9999,https://www.goodlegalgroup.com/,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: legal aid Flushing Queens NYC
"King L. Wu & Associates, P.C. 凯文律师楼",legal,"38-08 Union St #10F, Flushing, NY 11354, USA",Queens,Flushing,40.7611905,-73.82775649999999,(718) 888-0618,https://www.wuesq.com/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: legal aid Flushing Queens NYC
盖茨诺联合律师楼,legal,"35-26 Farrington St First Floor, Flushing, NY 11354, USA",Queens,Flushing,40.7636999,-73.8316212,(718) 460-2847,,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: legal aid Flushing Queens NYC
法拉盛车祸律师-古灵王律师团GW Law Group,legal,"37-02 Main St, Flushing, NY 11354, USA",Queens,Flushing,40.7613205,-73.831327,(212) 899-8888,http://www.gwlawgroups.com/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: legal aid Flushing Queens NYC
The Kasen Law Firm 凯森律师楼,legal,"136-33 37th Ave 9A, 9B, Flushing, NY 11354, USA",Queens,Flushing,40.762248899999996,-73.8300064,(718) 337-8012,https://www.kasenlawfirm.com/zh,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: legal aid Flushing Queens NYC
Office of Terrence J Worms,legal,"38-08 Union St #12b, Flushing, NY 11354, USA",Queens,Flushing,40.7611905,-73.82775649999999,(718) 358-8787,,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: legal aid Flushing Queens NYC
纽约交通罚单律师处理中心Traffic Tickets Solution,legal,"35-16 Farrington St Fl2, Flushing, NY 11354, USA",Queens,Flushing,40.763875999999996,-73.83184899999999,(929) 955-6655,,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM,unknown,Google Places result for: legal aid Flushing Queens NYC
专业律师,legal,"38-08 Union St, Flushing, NY 11354, USA",Queens,Flushing,40.7611905,-73.82775649999999,(718) 766-2567,,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,unknown,Google Places result for: legal aid Flushing Queens NYC
"Newland Law Firm, P.C.",legal,"36-40 Main St Unit 505, Flushing, NY 11354, USA",Queens,Flushing,40.7619495,-73.83182289999999,(212) 257-1932,https://www.newlandlawfirm.com/,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: legal aid Flushing Queens NYC
"Las Vegas Legal Service, Inc.",legal,"41-25 Kissena Blvd #107, Flushing, NY 11355, USA",Queens,Flushing,40.758232,-73.82837909999999,(718) 475-6111,http://www.vegasdivorce.us/,Monday: 9:30 AM – 5:00 PM; Tuesday: 9:30 AM – 5:00 PM; Wednesday: 9:30 AM – 5:00 PM; Thursday: 9:30 AM – 5:00 PM; Friday: 9:30 AM – 5:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed,unknown,Google Places result for: legal aid Flushing Queens NYC
The Law Office of X. Lyu,legal,"36-36 Prince St 3rd Floor Ste 309A, Flushing, NY 11354, USA",Queens,Flushing,40.761175400000006,-73.8329962,(212) 812-8253,,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: 9:00 AM – 5:30 PM; Sunday: Closed,unknown,Google Places result for: legal aid Flushing Queens NYC
YWCA Queens,community,"29-30 Union St, Flushing, NY 11354, USA",Queens,Flushing,40.771506099999996,-73.82690629999999,(718) 353-4553,http://ywcaqueens.org/community-support-center/,,unknown,Google Places result for: mutual aid Flushing Queens NYC
Korean American Senior Mutual,community,"35-06 Leavitt St, Flushing, NY 11354, USA",Queens,Flushing,40.7649122,-73.8291952,(718) 762-3515,https://kasmany.com/wp/visit-us/,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: mutual aid Flushing Queens NYC
"Glow Cultural Center, Inc.",community,"133-29 41st Ave floor 1, Flushing, NY 11355, USA",Queens,Flushing,40.7575405,-73.8311571,(718) 359-1888,https://glownyc.org/,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 8:00 PM,unknown,Google Places result for: community center Flushing Queens NYC
Chinese Community Center of Flushing,community,"43-17 Union St level c, Flushing, NY 11355, USA",Queens,Flushing,40.7543387,-73.8210936,(347) 542-3700,https://cccflushing.org/,Monday: 8:00 AM – 11:00 PM; Tuesday: 8:00 AM – 11:00 PM; Wednesday: 8:00 AM – 11:00 PM; Thursday: 8:00 AM – 11:00 PM; Friday: 8:00 AM – 11:00 PM; Saturday: 8:00 AM – 11:00 PM; Sunday: 8:00 AM – 11:00 PM,unknown,Google Places result for: community center Flushing Queens NYC
Community Center (The Hindu Temple),community,"143-09 Holly Ave, Flushing, NY 11355, USA",Queens,Flushing,40.75272760000001,-73.8161865,(718) 460-8484,https://nyganeshtemple.org/about-community-center/,,unknown,Google Places result for: community center Flushing Queens NYC
Al Oerter Recreation Center,health,"131-40 Fowler Ave, Flushing, NY 11355, USA",Queens,Flushing,40.751388899999995,-73.8338889,(718) 353-7853,https://www.nycgovparks.org/facilities/recreationcenters/Q099-NMD01,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: Closed,unknown,Google Places result for: community center Flushing Queens NYC
Latimer Gardens Community Center,community,"34-30 137th St, Flushing, NY 11354, USA",Queens,Flushing,40.7659288,-73.8306951,(718) 762-4979,,,unknown,Google Places result for: community center Flushing Queens NYC
The Hindu Temple Society of North America,community,"45-57 Bowne St, Flushing, NY 11355, USA",Queens,Flushing,40.7528108,-73.8169558,(718) 460-8484,https://nyganeshtemple.org/,Monday: 8:00 AM – 8:30 PM; Tuesday: 8:00 AM – 8:30 PM; Wednesday: 8:00 AM – 8:30 PM; Thursday: 8:00 AM – 8:30 PM; Friday: 8:00 AM – 8:30 PM; Saturday: 7:30 AM – 8:30 PM; Sunday: 7:30 AM – 8:30 PM,unknown,Google Places result for: community center Flushing Queens NYC
Selfhelp Community Services - Latimer Gardens Older Adult Center,community,"34-30 137th St, Flushing, NY 11354, USA",Queens,Flushing,40.7659057,-73.8302085,(718) 961-3660,https://www.selfhelp.net/,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Flushing Queens NYC
All Community Adult Day Care Center,community,"41-62 Bowne St ground floor, Flushing, NY 11355, USA",Queens,Flushing,40.757625600000004,-73.8231097,(718) 353-0188,http://www.allcommunitycenters.com/,Monday: 7:00 AM – 5:00 PM; Tuesday: 7:00 AM – 5:00 PM; Wednesday: 7:00 AM – 5:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 5:00 PM; Saturday: 7:30 AM – 4:00 PM; Sunday: 7:30 AM – 4:00 PM,unknown,Google Places result for: community center Flushing Queens NYC
Selfhelp Community Services - Benjamin Rosenthal - Prince Street Older Adult Center & Queens North Case Management,community,"45-25 Kissena Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.751947699999995,-73.8200806,(718) 886-5777,http://www.selfhelp.net/,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Flushing Queens NYC
AAFE One Flushing Community Center,community,"133-29 41st Ave 2nd Floor, Flushing, NY 11355, USA",Queens,Flushing,40.7575405,-73.8311578,(718) 961-0888,https://www.aafe.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Flushing Queens NYC
The Salvation Army Flushing Corps Community Center,community,"142-50 32nd Ave, Flushing, NY 11354, USA",Queens,Flushing,40.7688957,-73.8245713,(718) 762-9613,http://salvationarmyny.org/,Monday: Closed; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: 6:00 – 9:30 AM; Sunday: 9:30 AM – 3:00 PM,unknown,Google Places result for: community center Flushing Queens NYC
Flushing Meadows Corona Park Aquatic Center,community,"131-04 Meridian Rd, Flushing, NY 11368, USA",Queens,Flushing,40.751687800000006,-73.8374802,(718) 271-7572,http://www.nycgovparks.org/facilities/recreationcenters/Q099,Monday: 6:00 AM – 9:30 PM; Tuesday: 6:00 AM – 9:30 PM; Wednesday: 6:00 AM – 9:30 PM; Thursday: 6:00 AM – 9:30 PM; Friday: 6:00 AM – 9:30 PM; Saturday: 9:00 AM – 9:30 PM; Sunday: 9:00 AM – 7:30 PM,unknown,Google Places result for: community center Flushing Queens NYC
Sarang Community Center,community,"41-54 149th Pl AC, Flushing, NY 11355, USA",Queens,Flushing,40.76085,-73.81424559999999,(718) 888-9080,,,unknown,Google Places result for: community center Flushing Queens NYC
One Flushing,housing,"133-45 41st Ave, Flushing, NY 11355, USA",Queens,Flushing,40.757869,-73.830755,(646) 677-3208,http://www.one-flushing.com/,,unknown,Google Places result for: affordable housing Flushing Queens NYC
New York City Housing Authority’s Latimer Gardens,housing,"34-45 Linden Pl, Flushing, NY 11354, USA",Queens,Flushing,40.7654498,-73.83042309999999,(718) 939-2600,,,unknown,Google Places result for: affordable housing Flushing Queens NYC
New York City Housing Authority's James A. Bland,housing,"40-25 College Point Blvd, Flushing, NY 11354, USA",Queens,Flushing,40.7573277,-73.8335209,(718) 939-2600,http://www.nyc.gov/nycha,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: affordable housing Flushing Queens NYC
Flushing House,health,"38-20 Bowne St, Flushing, NY 11354, USA",Queens,Flushing,40.761727799999996,-73.8251875,(718) 762-3198,https://flushinghouse.com/,,unknown,Google Places result for: affordable housing Flushing Queens NYC
